sex_male,race_white,employed_yes,years_experience,experience_category,referred,a_levels,gcse,russel_group,honours,years_volunteer,income,it_skills,years_holes,quality_cv
0,0,1,5,4-6,1,4,9,1,1,3,47612.959448231544,2,0,1
0,0,0,2,2-4,0,2,5,0,1,2,26730.069696293674,0,0,2
1,1,1,3,2-4,1,2,7,0,0,1,55282.28541638891,3,0,2
0,1,0,2,2-4,1,1,5,0,0,0,11194.029003908,0,3,2
0,0,1,6,>=6,0,2,7,0,1,0,47001.62241854515,2,0,3
0,0,0,3,2-4,0,1,5,0,0,0,58355.54502795974,0,1,1
1,1,1,5,4-6,1,4,6,1,1,2,36862.96560238047,3,0,2
1,1,1,3,2-4,1,2,7,0,1,1,41525.16020058757,2,0,2
1,0,1,3,2-4,0,4,6,1,1,1,37919.35698356362,3,0,2
1,1,1,4,4-6,1,4,7,1,0,0,28679.135359470012,2,0,3
0,1,1,3,2-4,0,4,10,1,1,1,30075.422123441822,0,1,3
0,0,0,3,2-4,0,1,6,0,0,0,40401.35820652329,1,0,3
0,0,1,4,4-6,1,2,5,0,0,0,35720.0297092776,1,0,1
0,1,1,1,0-2,1,3,8,0,0,0,33653.90274075497,2,0,0
1,1,1,4,4-6,1,2,6,0,0,2,38377.041855924166,2,0,1
1,1,0,3,2-4,0,0,1,0,0,0,10257.350896219017,2,0,2
1,0,0,1,0-2,0,2,5,0,1,2,16630.733878201187,2,0,1
0,1,1,6,>=6,1,1,5,0,0,2,38007.075445692266,2,2,2
1,1,1,2,2-4,1,3,7,0,1,0,50720.49337782265,2,0,3
0,1,0,0,0-2,1,1,4,0,0,1,0,3,1,2
0,0,0,1,0-2,0,4,10,0,0,0,2770.2977594433505,2,1,1
0,0,1,2,2-4,0,2,6,0,0,1,14613.030046295798,0,0,2
0,1,0,0,0-2,1,2,6,0,0,1,32311.772584072285,1,0,3
0,0,1,4,4-6,0,4,8,1,1,3,39113.77112675384,2,0,3
1,0,0,2,2-4,0,1,5,0,0,1,29423.29719994428,2,0,0
1,0,1,5,4-6,1,2,6,0,1,0,39200.69519721182,2,0,3
1,1,0,3,2-4,0,2,6,0,0,1,40746.415324860754,2,0,2
1,0,1,4,4-6,0,3,5,0,0,0,26092.02777412426,2,3,0
1,0,1,4,4-6,1,2,8,0,0,1,44218.164076519846,3,0,0
1,1,1,2,2-4,1,3,5,0,0,0,29651.340171609663,2,0,3
0,1,1,4,4-6,1,3,6,0,0,2,35014.469634931476,1,0,1
1,0,1,5,4-6,1,3,6,0,1,1,46565.961509802626,2,0,2
0,0,1,6,>=6,1,3,8,0,1,0,65898.52770523613,3,1,1
1,0,0,1,0-2,0,4,7,0,0,1,42214.48024288427,1,0,3
1,0,1,6,>=6,1,3,6,0,1,2,70874.94100359349,1,0,2
1,0,0,3,2-4,1,1,3,0,0,0,59027.12861088662,2,0,2
1,0,1,5,4-6,1,2,8,0,0,2,18886.420393764944,3,0,3
0,1,1,2,2-4,1,1,5,0,0,1,52735.00133511417,1,1,1
0,1,0,0,0-2,0,0,4,0,0,1,36861.61824924312,1,1,2
1,1,1,6,>=6,1,2,8,0,0,1,20573.30342630088,2,0,2
1,0,0,3,2-4,0,2,6,0,0,1,9389.29797325089,3,0,2
0,1,0,2,2-4,0,0,3,0,0,0,56019.25211022631,1,0,2
1,1,0,4,4-6,0,1,6,0,1,1,16253.407307510764,2,1,2
0,0,0,4,4-6,0,2,8,0,0,1,50637.618866492376,1,2,3
0,1,0,1,0-2,1,3,7,0,1,0,52967.01711018777,0,1,0
1,0,1,5,4-6,1,4,9,1,0,1,48868.03158901699,3,2,2
0,1,0,1,0-2,0,2,5,0,0,2,30059.49045403064,1,2,1
0,1,1,0,0-2,0,4,6,1,1,2,38971.58671491711,2,1,2
0,0,0,2,2-4,0,0,4,0,0,0,37854.457754796815,2,0,0
0,1,0,0,0-2,0,2,6,0,0,0,33335.352013831434,2,2,2
1,1,1,5,4-6,1,4,8,1,1,1,37430.97049249241,3,0,2
0,0,1,6,>=6,0,4,7,0,0,1,20505.239124272368,2,1,3
1,1,1,5,4-6,1,4,9,1,0,0,47160.925796390584,3,0,1
0,0,1,1,0-2,0,2,6,0,0,0,10993.8251050207,2,2,3
0,1,1,7,>=6,1,4,7,1,0,0,61881.8680103676,2,1,3
0,1,0,2,2-4,1,1,9,0,0,0,39400.933355692694,1,1,2
0,1,0,1,0-2,0,2,4,0,0,2,31054.522672554205,1,1,2
0,0,1,6,>=6,1,1,2,0,0,1,40173.91827859074,2,1,2
1,0,1,5,4-6,1,1,7,0,1,1,47969.29280197943,3,0,3
1,0,1,2,2-4,0,2,3,0,0,0,22536.104163273314,3,0,1
1,0,0,3,2-4,1,0,4,0,0,0,34491.577883473394,2,2,2
1,0,1,4,4-6,0,1,2,0,0,0,31087.26153661786,3,1,0
1,1,1,6,>=6,0,4,8,0,0,0,46369.242817099475,3,0,2
1,0,1,2,2-4,1,4,6,1,0,0,36838.7908210204,3,0,1
1,0,1,2,2-4,0,2,4,0,0,0,12718.781484123412,0,0,2
0,1,0,1,0-2,0,3,6,0,0,0,31858.986146975363,1,0,3
0,0,1,4,4-6,1,2,7,0,0,1,6062.967039277391,2,4,3
1,0,0,0,0-2,0,2,8,0,0,1,39702.62298741328,2,0,1
0,1,1,1,0-2,1,2,10,0,0,2,42885.400063496854,2,1,3
1,0,0,1,0-2,0,2,3,0,0,0,29913.61006627102,3,0,1
1,1,1,3,2-4,1,4,8,1,1,0,31776.703056058548,3,0,3
1,0,0,4,4-6,1,2,5,0,0,0,10958.960228485823,1,0,2
1,0,0,4,4-6,0,1,10,0,0,1,26075.43185012151,2,1,1
1,0,0,1,0-2,1,0,5,0,0,0,37861.85397848827,1,0,2
0,1,1,2,2-4,0,2,8,0,0,1,23698.453503073633,0,1,1
0,1,1,4,4-6,0,3,7,0,1,0,48514.944053809086,0,0,2
0,1,1,3,2-4,1,2,6,0,1,0,44872.14269915934,1,0,2
0,1,0,5,4-6,0,1,3,0,0,0,32971.5732942424,1,0,1
0,1,0,0,0-2,0,0,3,0,0,2,43787.724653702,1,0,1
0,0,0,0,0-2,0,1,6,0,0,0,33686.03922344871,0,2,1
1,1,1,2,2-4,1,2,3,0,0,0,18284.433037685325,3,0,2
1,1,1,2,2-4,0,3,8,0,1,1,44348.711680935434,3,0,3
1,0,0,5,4-6,1,3,5,0,1,2,52058.89255125086,1,0,2
1,1,1,3,2-4,1,2,6,0,0,1,27575.601819653613,2,0,1
0,0,1,3,2-4,0,2,7,0,0,0,39140.98441949091,1,1,1
1,1,1,6,>=6,1,4,8,1,1,0,37078.04102293632,3,0,1
1,0,0,2,2-4,0,0,3,0,0,1,51861.69463444513,1,0,2
1,1,1,5,4-6,1,3,7,0,1,3,44356.00942911671,2,0,2
1,0,1,3,2-4,1,2,4,0,1,0,34989.97976314633,2,0,2
1,1,1,6,>=6,1,3,8,0,0,0,47502.86788656119,2,0,1
1,1,1,4,4-6,1,2,8,0,1,3,42360.533342394214,2,0,2
0,0,1,8,>=6,0,2,3,0,1,0,56248.0529757835,1,1,3
1,1,0,5,4-6,0,3,8,0,1,0,13676.510795399692,1,0,1
0,1,1,8,>=6,1,3,8,0,1,2,40121.20425774153,3,0,3
0,0,0,2,2-4,1,2,6,0,0,2,37399.71457461518,2,1,1
1,1,0,0,0-2,0,1,5,0,0,0,43172.6924532526,1,0,1
1,1,1,7,>=6,1,3,6,0,1,1,38203.555482053984,3,0,3
0,1,0,1,0-2,0,4,10,0,0,1,33554.68743966868,0,0,2
0,0,1,5,4-6,1,4,6,0,0,2,27286.445778609115,3,2,2
0,0,0,0,0-2,0,3,7,0,1,1,17379.691488147648,0,0,0
1,0,1,4,4-6,1,2,5,0,0,1,34317.14974605164,2,0,2
1,0,1,3,2-4,1,4,8,1,0,1,34414.30642182118,3,1,2
1,0,0,5,4-6,0,4,8,0,1,0,44680.2702046829,3,0,1
1,0,0,3,2-4,0,2,6,0,0,0,28573.620262403587,0,0,1
1,0,1,5,4-6,1,2,4,0,0,0,20224.872528086864,2,0,3
1,1,1,3,2-4,1,4,9,1,0,2,51426.33362525274,3,0,3
0,1,0,5,4-6,0,2,6,0,0,0,30278.52480174695,0,2,3
0,1,0,0,0-2,1,2,4,0,0,0,21266.75647117108,1,1,0
1,1,1,5,4-6,1,2,6,0,0,1,32596.722257104462,2,0,3
0,0,1,6,>=6,0,2,6,0,0,0,18501.92304091806,0,3,1
0,0,1,2,2-4,0,1,3,0,0,0,36716.37913230612,0,0,3
0,0,0,2,2-4,0,2,6,0,0,0,565.5810747627511,1,0,3
1,0,0,0,0-2,1,2,8,0,0,0,22993.396386830642,1,3,2
1,1,0,4,4-6,0,3,7,0,1,0,23274.656414663703,3,0,1
1,1,1,9,>=6,1,2,6,0,0,0,28463.4915554199,3,0,1
0,1,1,3,2-4,1,4,7,1,0,0,0,2,1,2
0,1,0,5,4-6,0,1,6,0,0,0,47107.20967123995,1,0,0
0,0,0,2,2-4,0,0,5,0,0,1,26712.817354832463,0,0,3
0,1,0,0,0-2,0,2,4,0,0,2,44855.528323304985,0,0,2
0,0,0,2,2-4,0,1,4,0,0,0,0,0,0,2
0,1,0,4,4-6,0,1,3,0,0,1,31167.799534412945,1,1,0
1,0,0,7,>=6,1,1,5,0,0,0,52927.53041433552,2,0,3
1,0,0,1,0-2,0,2,8,0,0,0,42174.011184600065,2,0,1
0,0,0,1,0-2,0,2,4,0,0,0,25900.763870059393,1,0,2
1,0,0,2,2-4,0,2,7,0,0,0,16066.6537637916,2,0,2
1,1,0,1,0-2,1,2,6,0,0,0,46099.26884528071,2,0,2
1,0,1,6,>=6,1,3,6,0,1,1,27131.242085092978,3,0,3
1,1,0,4,4-6,1,2,8,0,0,0,25276.122066612847,1,0,1
1,1,1,8,>=6,1,2,8,0,0,0,50514.191536341365,3,0,3
0,1,0,0,0-2,0,4,9,0,0,0,14119.215762969587,1,0,1
1,1,1,11,>=6,1,3,4,0,0,0,14366.404835479807,2,0,3
1,1,1,2,2-4,0,4,8,1,0,1,18730.93848401878,2,0,2
1,0,0,5,4-6,0,0,5,0,0,0,8334.447386028016,2,1,1
0,0,0,2,2-4,0,2,6,0,0,0,17626.511920716846,1,1,2
1,0,0,4,4-6,1,0,2,0,0,0,14338.277729684929,3,1,1
0,0,1,3,2-4,0,2,6,0,0,1,41545.290058048355,1,4,0
1,0,1,3,2-4,0,3,5,0,1,0,46805.511419430295,2,0,3
0,0,1,2,2-4,0,4,7,0,0,0,41908.0419454791,1,1,1
1,0,1,2,2-4,1,2,8,0,0,0,12432.643299211228,3,0,3
1,0,1,4,4-6,1,2,7,0,1,1,27596.13347717311,3,0,3
1,1,1,4,4-6,1,4,7,1,1,1,17155.080870538724,3,0,1
0,0,0,1,0-2,0,2,6,0,0,0,29080.776886833173,1,0,2
1,0,1,4,4-6,1,3,8,0,1,1,53913.207276246925,3,0,1
0,0,0,1,0-2,0,1,7,0,0,0,5881.254392461091,0,0,1
0,0,1,2,2-4,0,2,9,0,1,1,33015.41543173786,1,0,2
0,0,0,6,>=6,0,1,7,0,0,3,38058.57220709387,0,1,1
0,1,0,2,2-4,0,2,5,0,0,1,27862.729949989156,0,2,2
0,1,1,3,2-4,0,3,8,0,0,0,35740.186725967964,2,0,0
1,1,1,3,2-4,1,4,8,1,0,0,41387.54365180998,1,0,1
1,1,1,8,>=6,1,2,6,0,0,0,38817.747610479055,2,0,3
0,0,1,7,>=6,0,2,8,0,1,0,40053.08740789042,0,0,1
1,0,1,5,4-6,0,3,7,0,0,2,39670.05322996857,2,0,2
0,0,1,3,2-4,0,2,6,0,0,1,68138.28563050274,1,0,3
1,1,0,4,4-6,1,3,6,0,0,1,17060.722886506723,2,0,1
1,1,1,4,4-6,1,2,7,0,0,2,51976.75800691448,3,0,2
1,1,1,6,>=6,1,3,8,0,1,0,33724.75927328689,3,0,3
1,1,1,7,>=6,1,4,9,1,0,2,65063.79505215041,2,0,3
1,0,1,2,2-4,1,3,7,0,0,1,33591.77710917626,3,1,2
0,0,0,2,2-4,0,2,5,0,0,1,37588.197176737725,0,0,1
1,0,1,5,4-6,1,4,10,1,1,0,45479.41060516209,3,0,1
0,0,1,6,>=6,0,1,6,0,1,0,28290.88869636411,2,2,3
1,1,1,5,4-6,1,2,5,0,0,1,1220.9385479870398,3,0,3
0,1,0,4,4-6,0,2,7,0,0,0,19292.201133842347,1,2,1
0,0,1,3,2-4,0,3,6,0,0,0,17878.245935786043,2,1,2
1,0,0,0,0-2,0,0,2,0,0,0,58211.802879759496,1,0,1
1,1,1,8,>=6,1,4,10,1,1,1,23611.90945305607,2,0,2
1,1,1,5,4-6,1,3,7,0,0,0,69538.13054490047,2,0,2
1,0,0,1,0-2,1,2,7,0,0,1,0,3,0,3
1,0,0,3,2-4,1,2,7,0,0,0,38985.03826733916,1,0,0
1,1,1,4,4-6,1,2,8,0,1,0,49879.9403992923,3,0,3
0,1,1,7,>=6,1,3,6,0,0,1,26429.01375866856,1,0,3
1,0,0,3,2-4,0,2,5,0,0,1,18621.30153867058,1,1,2
0,0,0,1,0-2,1,1,6,0,0,0,39684.608240386406,0,2,1
1,0,1,4,4-6,1,2,5,0,0,2,17641.923483566854,2,0,3
0,1,0,0,0-2,0,3,8,0,1,0,17225.559419658795,1,1,0
1,0,1,6,>=6,0,2,5,0,0,1,41389.38848798836,3,0,2
0,1,1,7,>=6,0,4,8,1,0,0,47705.3690174036,0,0,1
1,0,1,7,>=6,0,3,7,0,0,1,29481.847231872107,3,0,2
1,0,0,2,2-4,0,1,5,0,0,0,34990.740133416155,1,0,1
0,0,1,5,4-6,1,4,9,1,1,0,16663.56606010967,1,2,3
1,0,1,9,>=6,1,3,7,0,0,0,51080.38706653648,3,0,2
0,1,1,8,>=6,0,3,5,0,1,1,27659.583232142584,1,0,2
1,0,1,1,0-2,1,0,3,0,0,0,30871.05957714272,1,3,1
1,1,1,7,>=6,1,3,6,0,0,0,45769.219530542396,3,0,3
1,1,1,9,>=6,1,2,4,0,0,1,53515.19708466394,3,0,2
1,0,1,2,2-4,1,2,7,0,0,0,43728.38906412593,3,0,3
1,1,1,1,0-2,1,3,7,0,1,3,14836.27194548141,3,0,2
1,1,1,3,2-4,1,3,9,0,1,0,65594.23300419634,1,0,2
1,1,0,1,0-2,1,2,7,0,1,1,23264.045171172584,1,0,1
1,1,1,4,4-6,1,3,6,0,0,1,53449.53757853036,3,0,2
0,1,0,1,0-2,0,2,4,0,1,1,13963.676289823698,2,1,2
1,0,0,3,2-4,1,2,4,0,0,0,46212.11192755812,2,0,2
1,0,0,1,0-2,0,0,2,0,0,0,55418.490444470364,2,2,0
1,1,1,4,4-6,1,2,6,0,0,0,29581.622474766733,0,0,2
0,0,0,1,0-2,1,1,4,0,0,0,26420.757872895636,0,1,0
0,1,1,3,2-4,1,3,9,0,0,1,33789.104633047835,2,0,3
1,1,1,3,2-4,1,3,6,0,1,0,44367.640248035816,2,0,3
1,1,1,6,>=6,1,4,8,1,0,0,38331.896872649886,3,0,3
0,1,1,4,4-6,0,3,8,0,1,0,37485.27504702211,2,1,2
0,0,0,2,2-4,1,0,2,0,0,1,0,2,2,1
0,0,1,3,2-4,1,1,8,0,0,0,28527.626187379552,2,0,1
0,1,1,2,2-4,0,2,5,0,0,1,52890.752286433635,1,1,3
0,1,1,7,>=6,1,3,6,0,0,3,27835.564737399134,1,1,2
0,0,0,3,2-4,0,1,5,0,0,0,4557.315196359807,0,0,3
0,1,1,6,>=6,1,3,8,0,0,0,43204.34582327385,2,0,2
1,0,1,6,>=6,1,2,4,0,0,0,39932.40295760368,2,1,2
1,0,1,7,>=6,1,3,6,0,0,2,61652.8874639849,3,1,3
0,1,0,1,0-2,0,3,5,0,1,0,20555.964322146294,1,0,1
1,1,1,7,>=6,1,2,5,0,0,0,80042.81508391415,2,0,2
1,0,0,3,2-4,0,1,6,0,0,0,36687.272037643124,2,0,3
1,1,1,4,4-6,1,3,10,0,0,1,41545.977035494725,2,0,3
1,0,0,3,2-4,0,1,3,0,0,0,16943.773944061744,3,1,1
0,0,0,2,2-4,0,1,4,0,0,0,27596.72929077464,0,1,2
1,0,1,7,>=6,1,3,8,0,0,3,29705.297363484482,2,1,1
1,1,1,5,4-6,1,1,2,0,1,0,60528.35036376419,3,0,3
1,0,1,4,4-6,0,1,4,0,0,1,45040.56991281612,3,0,3
0,0,1,3,2-4,0,3,5,0,1,1,44669.899606776715,2,0,2
0,1,0,3,2-4,0,2,7,0,1,0,36678.463301331474,0,0,1
1,1,1,6,>=6,1,4,8,1,1,0,45410.99318690739,3,0,2
1,1,1,2,2-4,1,4,6,1,0,1,33399.29987683358,3,0,3
0,0,1,11,>=6,1,3,8,0,0,0,37846.55487771219,2,1,1
1,1,1,0,0-2,1,2,6,0,0,1,30192.395001326815,3,0,3
1,0,1,4,4-6,1,3,5,0,0,1,25853.95400167654,2,0,2
1,1,1,6,>=6,1,3,9,0,0,1,28058.4167386973,3,0,3
1,0,0,3,2-4,0,3,8,0,1,0,22433.040759195497,2,1,1
1,0,0,3,2-4,0,1,3,0,0,1,14158.042044784494,2,0,1
0,0,0,2,2-4,0,1,6,0,0,0,4971.747234060174,2,0,2
1,0,0,1,0-2,0,2,6,0,0,0,32866.1593433797,1,0,2
1,1,0,3,2-4,0,2,6,0,0,1,11212.366366403916,2,0,2
0,0,0,1,0-2,1,2,3,0,0,0,29769.753569515233,0,1,0
1,1,0,3,2-4,1,2,6,0,0,1,23305.205367464212,2,1,2
1,0,0,2,2-4,0,1,4,0,0,0,30785.99968454329,2,1,1
0,0,1,0,0-2,0,3,8,0,0,0,54019.740827612324,0,1,1
1,0,0,0,0-2,1,2,6,0,0,0,173.11562669917475,3,0,1
1,1,0,4,4-6,1,2,3,0,0,0,32237.00322703776,3,0,1
0,1,1,3,2-4,1,4,9,1,0,1,46407.37815394498,0,1,2
0,1,0,1,0-2,0,0,5,0,0,1,29821.041027925527,1,1,2
1,1,1,7,>=6,1,4,8,1,0,1,61735.66830070267,3,0,3
0,0,1,5,4-6,1,3,8,0,0,0,52904.29269874876,2,1,1
0,1,1,5,4-6,1,3,8,0,1,1,41342.63150845275,1,1,1
0,0,0,2,2-4,0,2,6,0,0,0,14075.900043938413,2,0,3
1,1,1,5,4-6,1,3,6,0,0,0,28846.328231568954,3,0,3
0,1,0,8,>=6,1,4,9,1,0,1,31394.323864595604,0,0,2
1,0,0,1,0-2,0,2,8,0,0,0,17973.277929445376,2,0,2
1,0,1,3,2-4,1,1,4,0,0,0,34419.352026682565,2,0,3
1,0,1,4,4-6,1,4,8,1,0,2,26422.997066874235,1,0,1
0,0,1,2,2-4,0,1,3,0,0,1,27828.73201735697,0,1,1
0,0,0,3,2-4,0,2,6,0,1,2,0,1,1,1
0,0,0,3,2-4,0,2,8,0,0,2,14791.680648157273,1,3,1
0,1,1,4,4-6,1,3,5,0,0,1,33576.46149912783,1,0,1
0,1,0,0,0-2,0,1,7,0,0,0,17033.504083003165,1,1,1
0,0,0,3,2-4,0,3,9,0,0,0,50992.28892995097,0,1,1
1,1,1,6,>=6,1,4,10,1,0,0,34152.6017013408,2,0,1
0,1,0,1,0-2,0,2,5,0,0,0,33404.329180150584,1,0,3
1,0,1,5,4-6,1,4,8,1,1,1,55896.01727406632,2,0,3
1,0,1,2,2-4,0,0,2,0,0,0,18818.71188867937,2,0,1
0,1,0,2,2-4,1,3,7,0,1,1,33983.7977116487,1,2,2
0,0,0,1,0-2,0,1,6,0,0,1,36611.63391204343,1,1,2
0,1,1,8,>=6,0,4,8,1,1,0,22653.047838782102,1,0,3
0,1,0,1,0-2,0,2,4,0,0,4,19020.571532908496,1,1,0
1,0,0,2,2-4,0,1,2,0,0,0,17038.61705759842,2,0,1
1,1,1,1,0-2,1,3,6,0,0,0,66030.66628421459,3,0,2
0,1,0,5,4-6,1,2,7,0,0,0,37506.49968108181,1,2,3
1,0,1,7,>=6,1,4,7,1,1,1,52244.31578013858,1,0,3
0,0,1,5,4-6,0,4,8,1,0,0,32944.511339319615,0,0,3
1,0,0,4,4-6,0,2,9,0,0,0,23286.321908350597,3,1,2
0,1,0,2,2-4,0,3,7,0,1,0,38354.04564609991,1,1,2
1,1,1,1,0-2,1,3,6,0,1,0,50820.821293537534,3,0,1
1,0,0,0,0-2,0,2,2,0,0,0,8473.057296150291,3,2,0
0,1,1,6,>=6,1,3,7,0,0,0,21093.799150490206,2,0,3
0,0,0,3,2-4,0,2,6,0,0,0,4915.4047691567175,1,1,1
0,0,1,8,>=6,0,2,6,0,0,0,49816.170401813004,1,1,2
0,0,0,2,2-4,0,2,6,0,0,0,26535.209387912677,0,1,2
0,0,1,2,2-4,0,3,6,0,0,0,28633.12437123689,1,0,2
1,0,0,0,0-2,0,2,5,0,0,0,23484.620311044182,2,0,1
0,1,0,3,2-4,0,3,6,0,1,0,52236.03938187478,0,0,1
0,0,0,4,4-6,0,2,7,0,0,0,9828.531082715464,0,2,3
0,0,1,2,2-4,0,1,5,0,0,0,3357.048817221519,0,3,3
0,1,1,3,2-4,0,2,8,0,0,1,21521.15162846339,1,0,2
0,1,1,4,4-6,1,2,7,0,0,0,26949.15309601269,1,0,1
0,1,1,4,4-6,1,2,10,0,0,0,52906.611182513574,3,0,2
0,1,0,3,2-4,0,1,6,0,0,1,558.5138413185377,0,2,1
0,1,1,6,>=6,1,3,9,0,0,0,12147.845960448154,0,1,2
1,0,1,6,>=6,0,3,10,0,1,0,10435.418980692473,1,0,2
1,0,1,3,2-4,0,3,9,0,0,0,44703.15107188083,3,1,1
1,1,1,6,>=6,1,3,7,0,1,1,35609.972345718015,3,0,3
0,0,1,3,2-4,0,4,7,1,0,0,26649.836725700407,1,2,3
1,1,1,5,4-6,1,3,8,0,1,2,25499.619112460823,3,0,2
0,1,0,4,4-6,0,2,5,0,0,0,33628.05936749098,0,0,1
1,0,0,3,2-4,1,1,5,0,0,0,36094.48344030303,3,0,2
0,1,1,4,4-6,1,3,9,0,1,0,45312.37516346147,2,0,2
1,1,1,5,4-6,1,4,8,1,0,1,27516.382195654067,3,0,2
1,1,1,5,4-6,1,3,7,0,1,0,62993.239189355736,3,0,3
1,1,0,1,0-2,1,1,3,0,0,0,42337.23193988943,2,0,2
1,1,0,2,2-4,1,1,6,0,0,0,33240.785551165376,1,0,0
1,0,0,3,2-4,1,1,5,0,0,1,23321.57496583421,0,0,0
0,0,1,5,4-6,0,2,7,0,1,0,53653.76166521809,2,0,3
1,0,0,1,0-2,1,2,5,0,1,0,27305.494721882023,1,0,3
1,1,1,6,>=6,1,2,6,0,1,1,55133.55672165301,2,0,2
1,0,0,2,2-4,1,1,6,0,0,1,20524.641163943408,1,1,1
1,0,0,1,0-2,0,2,7,0,0,1,13904.917937183742,1,2,2
1,0,0,1,0-2,0,2,8,0,0,1,15673.946649995722,2,1,1
0,0,0,1,0-2,0,2,7,0,0,0,35580.92702399429,1,0,1
0,1,0,2,2-4,0,1,5,0,0,0,32910.21557795624,1,0,1
1,0,1,3,2-4,0,3,10,0,0,1,54567.73644574317,3,0,2
0,0,0,2,2-4,0,0,3,0,0,1,0,0,2,2
0,0,0,0,0-2,1,1,5,0,0,2,117.49304631089399,0,1,3
0,1,0,1,0-2,0,2,7,0,0,1,40786.49911294654,0,0,1
1,0,1,6,>=6,1,3,6,0,0,2,36116.42606020072,3,0,2
1,1,1,3,2-4,1,2,5,0,0,1,47114.86454144753,2,0,2
0,1,1,3,2-4,0,3,6,0,0,1,39258.051866672424,1,0,1
1,1,0,3,2-4,1,0,1,0,0,0,35675.18916409364,1,0,3
1,1,0,0,0-2,0,1,6,0,0,0,43932.230722731634,2,0,1
1,1,1,7,>=6,1,4,5,1,1,0,48059.0837874267,2,0,2
0,1,1,1,0-2,1,3,6,0,0,0,22046.421370725053,0,1,1
0,0,0,8,>=6,0,1,6,0,0,0,42247.52750531137,1,0,0
1,1,1,2,2-4,1,4,9,1,1,2,25168.165531023005,3,0,2
1,0,1,4,4-6,1,2,7,0,0,0,54321.85747532487,1,0,1
0,1,0,3,2-4,1,1,4,0,0,0,0,0,0,3
0,0,1,3,2-4,0,1,6,0,1,0,35805.271478159324,2,0,1
1,1,1,8,>=6,1,0,4,0,0,2,41987.982253596194,3,0,0
0,0,0,1,0-2,0,1,6,0,0,0,18287.358654568678,0,0,1
0,1,0,0,0-2,0,3,7,0,0,2,20606.037667749362,0,0,3
1,0,0,1,0-2,0,2,6,0,0,0,40831.541664241464,0,1,1
1,1,1,5,4-6,1,2,6,0,0,0,11543.483945092423,3,0,2
1,0,0,3,2-4,0,3,9,0,0,0,28856.89592727931,2,1,3
1,0,0,1,0-2,1,3,8,0,0,0,36152.23833463786,1,0,0
0,1,1,2,2-4,0,2,8,0,1,0,42575.959837468494,1,0,2
0,1,0,2,2-4,0,3,6,0,0,0,7286.32792304513,1,1,2
1,0,0,1,0-2,0,2,8,0,0,2,47427.30268128501,1,0,2
0,0,1,4,4-6,0,0,7,0,0,0,26619.653833614542,0,0,3
1,0,0,0,0-2,1,1,6,0,0,0,43773.5371984924,0,3,1
0,0,1,4,4-6,0,3,7,0,0,0,5065.250927264351,3,0,3
0,0,1,1,0-2,0,0,3,0,0,1,1973.3815505503262,1,2,1
1,0,0,2,2-4,0,0,4,0,0,0,10586.817278437153,2,0,1
1,0,1,10,>=6,1,3,6,0,1,0,30833.223619112054,3,0,2
1,1,1,8,>=6,1,3,6,0,0,0,35025.32949633214,3,0,2
1,0,1,4,4-6,1,2,4,0,1,0,70731.31790729657,2,0,2
1,1,1,7,>=6,1,4,6,1,0,0,50730.03027808197,2,0,3
0,0,1,2,2-4,1,2,6,0,1,1,10831.778122495183,2,3,3
0,1,1,5,4-6,1,1,6,0,0,0,38352.47218010508,0,0,3
0,0,0,0,0-2,0,2,5,0,0,0,15722.833804756046,0,0,3
1,0,0,3,2-4,1,3,8,0,0,0,7951.404799552147,2,1,3
0,1,1,10,>=6,0,3,6,0,0,0,37408.27798326983,1,1,2
1,1,1,2,2-4,1,4,7,1,0,1,39720.45082492787,3,0,2
1,1,1,7,>=6,1,2,6,0,0,1,37861.85924309528,2,0,2
1,0,1,6,>=6,1,3,9,0,0,0,32518.655457459685,2,0,2
0,1,1,2,2-4,0,4,9,1,0,0,67633.20781418568,2,0,2
0,0,1,8,>=6,0,4,8,1,1,0,47455.16533593773,3,0,1
1,1,1,2,2-4,1,1,6,0,0,0,30140.62173972936,3,0,1
1,1,1,6,>=6,1,2,8,0,1,0,46279.87245653443,3,0,1
0,1,0,1,0-2,0,2,7,0,0,1,51888.667849447505,0,0,2
1,1,0,0,0-2,0,2,5,0,0,0,34851.73479866938,3,1,0
1,1,0,1,0-2,1,1,5,0,0,1,43602.680221158786,2,0,2
1,1,1,2,2-4,1,2,6,0,1,2,48324.92475904989,2,0,1
0,0,1,2,2-4,0,1,7,0,0,1,24480.990037799293,2,0,0
0,0,0,4,4-6,0,0,4,0,0,0,4430.626059134498,1,0,3
0,1,1,4,4-6,0,1,7,0,0,0,6698.0481869048745,1,0,3
0,0,1,3,2-4,1,3,6,0,0,1,35917.95434664327,3,1,1
1,1,1,5,4-6,1,3,7,0,0,1,43342.26983448865,2,0,2
0,0,0,4,4-6,0,0,5,0,0,0,24885.22329600864,1,2,0
1,0,0,2,2-4,0,1,7,0,0,1,20795.751352760904,1,0,3
0,0,0,2,2-4,1,2,5,0,0,0,11503.635471090312,0,1,1
0,0,1,7,>=6,1,1,2,0,1,0,59378.70135333398,2,2,2
1,0,0,3,2-4,0,1,5,0,0,0,26155.467512365507,2,0,0
0,0,0,1,0-2,0,2,4,0,0,0,30505.194826629893,0,0,0
1,1,0,4,4-6,1,1,6,0,0,0,40403.4663396243,1,2,2
